,Arquivo,Número de variáveis,Quantidade de produtos,Algoritmo,Tempo de execução,É ótimo,Melhor Valor,Elementos melhor valor,BitMask melhor valor,Lower bound residual
0,instancias/bqp50-1.txt,50,158,Brute force,60.00006103515625,False,-1330.0,"[49, 44, 43, 42, 41, 39, 38, 34, 33, 32, 31]",0b1000011110110001111000000000000000000000000000000,-342.0
1,instancias/bqp50-1.txt,50,158,B&B FIFO,60.000079870224,False,inf,[],,-4640.0
2,instancias/bqp50-1.txt,50,158,B&B LIFO,60.00009727478027,False,-1711.0,"[49, 44, 43, 42, 41, 39, 38, 33, 32, 31, 25, 24, 23, 20]",0b1000011110110000111000001110010000000000000000000,-1662.0
3,instancias/bqp50-1.txt,50,158,B&B LC,60.000022172927856,False,inf,[],,-4402.0
4,instancias/bqp500-10.txt,500,12908,Brute force,60.00180625915527,False,-2622.0,"[499, 498, 497, 496, 493, 492, 488, 487]",0b1111001100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1288.0
5,instancias/bqp500-10.txt,500,12908,B&B FIFO,60.00134491920471,False,inf,[],,-673465.0
6,instancias/bqp500-10.txt,500,12908,B&B LIFO,60.00193524360657,False,-7370.0,"[499, 498, 497, 496, 493, 488, 487, 486, 485, 484, 481, 479, 477, 476, 475, 474, 473, 470, 469, 468, 467, 466]",0b1111001000011111001010111110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-6832.0
7,instancias/bqp500-10.txt,500,12908,B&B LC,60.00568985939026,False,inf,[],,-672821.0
8,instancias/nl01-46.txt,30,336,Brute force,60.000038385391235,False,-62.0,"[26, 14]",0b10000000000010000000000000,1043.0
9,instancias/nl01-46.txt,30,336,B&B FIFO,60.0001380443573,False,inf,[],,2504.0
10,instancias/nl01-46.txt,30,336,B&B LIFO,1.7038567066192627,True,-62.0,"[26, 14]",0b10000000000010000000000000,-57.0
11,instancias/nl01-46.txt,30,336,B&B LC,1.7313075065612793,True,-62.0,"[26, 14]",0b10000000000010000000000000,-62.0
12,instancias/bqp100-7.txt,100,567,Brute force,60.000051736831665,False,-1356.0,"[98, 96, 93, 92, 89, 87, 86]",0b10100110010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-151.0
13,instancias/bqp100-7.txt,100,567,B&B FIFO,60.00014662742615,False,inf,[],,-22490.0
14,instancias/bqp100-7.txt,100,567,B&B LIFO,60.000147581100464,False,-1925.0,"[98, 96, 93, 92, 89, 87, 86, 81, 77, 76, 74]",0b10100110010110000100011010000000000000000000000000000000000000000000000000000000000000000000000000,-1741.0
15,instancias/bqp100-7.txt,100,567,B&B LC,60.000404596328735,False,inf,[],,-22330.0
16,instancias/bqp500-8.txt,500,12776,Brute force,60.00004720687866,False,-1677.0,"[499, 496, 494, 491, 488, 487]",0b1001010010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-890.0
17,instancias/bqp500-8.txt,500,12776,B&B FIFO,60.005351066589355,False,inf,[],,-652280.0
18,instancias/bqp500-8.txt,500,12776,B&B LIFO,60.002477407455444,False,-5686.0,"[499, 496, 494, 492, 491, 487, 485, 484, 482, 481, 480, 479, 472, 471, 468, 466, 462, 459]",0b1001010110001011011110000001100101000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-7294.0
19,instancias/bqp500-8.txt,500,12776,B&B LC,60.00253701210022,False,inf,[],,-652627.0
20,instancias/bqp50-7.txt,50,174,Brute force,60.000038862228394,False,-575.0,"[46, 43, 42, 40, 34, 33]",0b1001101000001100000000000000000000000000000000,112.0
21,instancias/bqp50-7.txt,50,174,B&B FIFO,60.000046253204346,False,inf,[],,-3689.0
22,instancias/bqp50-7.txt,50,174,B&B LIFO,60.00010561943054,False,-1404.0,"[47, 46, 43, 42, 39, 34, 33, 32, 28, 27, 24, 23, 19, 18, 14, 13]",0b11001100100001110001100110001100011000000000000,-1462.0
23,instancias/bqp50-7.txt,50,174,B&B LC,60.0000958442688,False,inf,[],,-3564.0
24,instancias/bqp250-1.txt,250,3339,Brute force,60.00025677680969,False,-1982.0,"[250, 247, 246, 245, 241, 239, 238, 237, 236]",0b1001110001011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-664.0
25,instancias/bqp250-1.txt,250,3339,B&B FIFO,60.001375913619995,False,inf,[],,-167404.0
26,instancias/bqp250-1.txt,250,3339,B&B LIFO,60.00081539154053,False,-4853.0,"[250, 247, 246, 245, 241, 239, 238, 236, 234, 231, 225, 223, 221, 217]",0b1001110001011010100100000101010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-4628.0
27,instancias/bqp250-1.txt,250,3339,B&B LC,60.001259326934814,False,inf,[],,-167963.0
28,instancias/bqp500-2.txt,500,12778,Brute force,60.00083088874817,False,-3020.0,"[500, 496, 495, 493, 492, 491, 490, 489, 488]",0b10001101111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,112.0
29,instancias/bqp500-2.txt,500,12778,B&B FIFO,60.012622356414795,False,inf,[],,-660130.0
30,instancias/bqp500-2.txt,500,12778,B&B LIFO,60.00177478790283,False,-6101.0,"[500, 495, 493, 492, 491, 490, 488, 487, 486, 485, 484, 480, 477, 473, 471, 469, 468, 466, 465]",0b10000101111011111000100100010101101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-6081.0
31,instancias/bqp500-2.txt,500,12778,B&B LC,60.00944447517395,False,inf,[],,-660771.0
32,instancias/bqp250-6.txt,250,3433,Brute force,60.0001118183136,False,-2117.0,"[247, 246, 245, 244, 243, 242, 241, 240, 236, 235]",0b1111111100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,210.0
33,instancias/bqp250-6.txt,250,3433,B&B FIFO,60.003196239471436,False,inf,[],,-166951.0
34,instancias/bqp250-6.txt,250,3433,B&B LIFO,60.000571727752686,False,-3997.0,"[247, 246, 245, 244, 243, 241, 240, 239, 236, 235, 233, 230, 229, 225, 220, 218, 216, 213]",0b1111101110011010011000100001010100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-5378.0
35,instancias/bqp250-6.txt,250,3433,B&B LC,60.002456188201904,False,inf,[],,-167716.0
36,instancias/nl01-47.txt,30,340,Brute force,60.00005841255188,False,-62.0,"[28, 16]",0b1000000000001000000000000000,470.0
37,instancias/nl01-47.txt,30,340,B&B FIFO,60.000009298324585,False,inf,[],,843.0
38,instancias/nl01-47.txt,30,340,B&B LIFO,2.5677454471588135,True,-62.0,"[28, 16]",0b1000000000001000000000000000,-59.0
39,instancias/nl01-47.txt,30,340,B&B LC,2.66086745262146,True,-62.0,"[28, 14]",0b1000000000000010000000000000,-32.0
40,instancias/bqp50-8.txt,50,187,Brute force,60.000035762786865,False,-821.0,"[49, 48, 47, 46, 45, 44, 43, 40, 39, 38, 37, 34]",0b1111111001111001000000000000000000000000000000000,77.0
41,instancias/bqp50-8.txt,50,187,B&B FIFO,60.000004053115845,False,inf,[],,-4355.0
42,instancias/bqp50-8.txt,50,187,B&B LIFO,60.000075817108154,False,-1105.0,"[47, 46, 45, 39, 38, 34, 32, 31, 30, 22]",0b11100000110001011100000001000000000000000000000,-1162.0
43,instancias/bqp50-8.txt,50,187,B&B LC,60.00014138221741,False,inf,[],,-3615.0
44,instancias/bqp100-3.txt,100,590,Brute force,60.00007891654968,False,-261.0,"[100, 97, 94, 91, 88, 85]",0b1001001001001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000,675.0
45,instancias/bqp100-3.txt,100,590,B&B FIFO,60.00026082992554,False,inf,[],,-21905.0
46,instancias/bqp100-3.txt,100,590,B&B LIFO,60.00008583068848,False,-1774.0,"[100, 96, 94, 92, 88, 83, 79, 77, 75, 73, 72, 67, 66, 64, 63, 57]",0b1000101010001000010001010101100001101100000100000000000000000000000000000000000000000000000000000000,-2260.0
47,instancias/bqp100-3.txt,100,590,B&B LC,60.00012159347534,False,inf,[],,-21899.0
48,instancias/bqp250-5.txt,250,3364,Brute force,60.000404596328735,False,-1188.0,"[249, 244, 239, 236]",0b100001000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,377.0
49,instancias/bqp250-5.txt,250,3364,B&B FIFO,60.001933336257935,False,inf,[],,-164362.0
50,instancias/bqp250-5.txt,250,3364,B&B LIFO,60.00040864944458,False,-3049.0,"[249, 244, 240, 239, 233, 231, 228, 227, 226, 225, 222, 220, 219, 218]",0b100001000110000010100111100101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-3532.0
51,instancias/bqp250-5.txt,250,3364,B&B LC,60.001627683639526,False,inf,[],,-165229.0
52,instancias/bqp500-7.txt,500,12907,Brute force,60.00195813179016,False,-1942.0,"[500, 499, 496, 494, 493, 490, 489, 488]",0b11001011001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,441.0
53,instancias/bqp500-7.txt,500,12907,B&B FIFO,60.00660014152527,False,inf,[],,-677650.0
54,instancias/bqp500-7.txt,500,12907,B&B LIFO,60.00191903114319,False,-6570.0,"[500, 499, 496, 494, 493, 490, 489, 488, 486, 485, 484, 483, 481, 480, 479, 474, 473, 469, 466]",0b11001011001110111101110000110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-6299.0
55,instancias/bqp500-7.txt,500,12907,B&B LC,60.0062997341156,False,inf,[],,-678283.0
56,instancias/bqp50-5.txt,50,181,Brute force,60.00003480911255,False,-690.0,"[50, 49, 47, 46, 44, 40, 35, 31]",0b11011010001000010001000000000000000000000000000000,457.0
57,instancias/bqp50-5.txt,50,181,B&B FIFO,60.00002408027649,False,inf,[],,-4814.0
58,instancias/bqp50-5.txt,50,181,B&B LIFO,60.00006914138794,False,-1397.0,"[48, 47, 46, 44, 40, 35, 34, 30, 29, 28, 25, 24, 21]",0b111010001000011000111001100100000000000000000000,-1575.0
59,instancias/bqp50-5.txt,50,181,B&B LC,60.00011396408081,False,inf,[],,-4638.0
60,instancias/bqp250-7.txt,250,3337,Brute force,60.000208139419556,False,-1565.0,"[250, 249, 248, 247, 244, 243, 241, 236, 235]",0b1111001101000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-529.0
61,instancias/bqp250-7.txt,250,3337,B&B FIFO,60.0018994808197,False,inf,[],,-163517.0
62,instancias/bqp250-7.txt,250,3337,B&B LIFO,60.00074052810669,False,-4165.0,"[250, 249, 247, 246, 238, 237, 236, 235, 233, 232, 230, 229, 226, 224, 223, 222, 221, 219, 216]",0b1101100000001111011011001011110100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-4293.0
63,instancias/bqp250-7.txt,250,3337,B&B LC,60.00034785270691,False,inf,[],,-163007.0
64,instancias/nl01-43.txt,30,351,Brute force,60.00002694129944,False,-62.0,"[26, 20]",0b10000010000000000000000000,2580.0
65,instancias/nl01-43.txt,30,351,B&B FIFO,60.00001859664917,False,inf,[],,1224.0
66,instancias/nl01-43.txt,30,351,B&B LIFO,2.151292562484741,True,-62.0,"[26, 20]",0b10000010000000000000000000,-57.0
67,instancias/nl01-43.txt,30,351,B&B LC,2.250581741333008,True,-62.0,"[18, 7]",0b100000000001000000,-62.0
68,instancias/nl01-50.txt,30,326,Brute force,60.00002431869507,False,-62.0,"[18, 10]",0b100000001000000000,127.0
69,instancias/nl01-50.txt,30,326,B&B FIFO,60.00006604194641,False,inf,[],,289.0
70,instancias/nl01-50.txt,30,326,B&B LIFO,1.1497297286987305,True,-62.0,"[18, 10]",0b100000001000000000,-58.0
